Date,Value
2025-09-09,139750.73292178247
2025-09-10,137900.8760709716
2025-09-11,143600.0822939906
2025-09-12,142773.44750018505
2025-09-15,142193.00327318814
2025-09-16,143407.38887530268
2025-09-17,142265.86729619207
2025-09-18,140792.54313542016
2025-09-19,141265.61542997934
2025-09-22,141864.05083233776
2025-09-23,141008.6568773524
2025-09-24,141094.47268477982
2025-09-25,140703.75590787377
2025-09-26,139945.97595511362
2025-09-29,139798.8675100297
2025-09-30,138082.76141209074
2025-10-01,137406.57490522735
2025-10-02,137830.0437649246
2025-10-03,139225.48789501333
2025-10-06,139107.43746975728
2025-10-07,138934.61003093366
2025-10-08,138184.68040130258
2025-10-09,139769.87708974993
2025-10-10,140017.96461361554
2025-10-13,134474.38133637336
2025-10-14,141091.4214494406
2025-10-15,139746.18771993442
2025-10-16,141001.80597194532
2025-10-17,140169.29788993936
2025-10-20,141703.92754617453
2025-10-21,142567.64009304135
2025-10-22,142067.07384546023
2025-10-23,141274.8693999074
2025-10-24,142222.9734589395
2025-10-27,144171.13070450412
2025-10-28,145930.17397892484
2025-10-29,147725.96591873324
