Date,Value
2023-09-08,129077.0398277946
2023-09-11,130075.043672507
2023-09-12,130108.33993920115
2023-09-13,130887.92898999546
2023-09-14,132603.5000687224
2023-09-15,131997.08877989787
2023-09-18,132458.79404290667
2023-09-19,131948.02075827104
2023-09-20,131072.42261726595
2023-09-21,129385.39216571783
2023-09-22,128879.38984552542
2023-09-25,129608.21309727899
2023-09-26,127867.68412630714
2023-09-27,127941.42036026868
2023-09-28,128205.18235279697
2023-09-29,126445.2070203977
2023-10-02,125763.70601256377
2023-10-03,124995.7742641556
2023-10-04,126228.25917251772
2023-10-05,125636.66711820048
2023-10-06,126875.37687686205
2023-10-09,127193.73896960405
2023-10-10,127863.52300948753
2023-10-11,129179.97386533071
2023-10-12,128114.77141781771
2023-10-13,127641.42715706836
2023-10-16,128227.79585897322
2023-10-17,128778.63129153191
2023-10-18,127694.12369710917
2023-10-19,126624.3233305392
2023-10-20,125613.60875966403
2023-10-23,125821.09532828114
2023-10-24,128923.12060367408
2023-10-25,125774.11485337795
2023-10-26,124700.56604821072
2023-10-27,122480.12094671153
2023-10-30,124642.87124117
2023-10-31,124514.55744055395
2023-11-01,125305.99406632262
2023-11-02,125971.69335364968
2023-11-03,126211.14905351918
2023-11-06,126936.68286663904
2023-11-07,127248.23855107863
2023-11-08,127391.0092170224
2023-11-09,126021.72169195418
2023-11-10,127500.63549550285
2023-11-13,127336.5007973061
2023-11-14,128730.00468983935
2023-11-15,128886.63653533653
2023-11-16,128419.49932857417
2023-11-17,128171.1605970981
2023-11-20,128170.55405006121
2023-11-21,128604.3623297752
2023-11-22,128720.34630283424
2023-11-24,128842.19301134438
2023-11-27,129038.65244444703
2023-11-28,129124.3711766595
2023-11-29,128253.36320144842
2023-11-30,129520.68211256806
2023-12-01,129600.6075176474
2023-12-04,129038.4504632607
2023-12-05,129347.7899134281
2023-12-06,129520.23711075431
2023-12-07,131079.86102236496
2023-12-08,130889.52522721393
2023-12-11,131171.2244696849
2023-12-12,131824.10813566702
2023-12-13,132999.81798873126
2023-12-14,132748.4675562589
2023-12-15,132794.35305511134
2023-12-18,133952.93492785242
2023-12-19,134647.9808008031
2023-12-20,133467.16386413638
2023-12-21,135184.811606237
2023-12-22,136211.01457315503
2023-12-26,136249.94865879338
2023-12-27,136382.5644351908
2023-12-28,136480.06160672609
2023-12-29,136314.63153381
2024-01-02,137012.27508535757
2024-01-03,137133.02687458054
2024-01-04,136591.44134384068
2024-01-05,136763.55712727807
2024-01-08,138206.26396210687
2024-01-09,138986.4687394232
2024-01-10,140287.9830728342
2024-01-11,139454.51738608044
2024-01-12,139999.4830671728
2024-01-16,139383.0622137889
2024-01-17,138570.59128563214
2024-01-18,139640.37488255036
2024-01-19,140495.4629178466
2024-01-22,140688.4119144202
2024-01-23,141209.1460197328
2024-01-24,140255.54212444523
2024-01-25,141771.03607522222
2024-01-26,142270.8661874208
2024-01-29,142517.0138872212
2024-01-30,142950.87081347252
2024-01-31,140425.10031017018
2024-02-01,142911.1843915555
2024-02-02,143336.013457912
2024-02-05,143840.75819499427
2024-02-06,144377.47452779833
2024-02-07,145206.2560795424
2024-02-08,144490.52388825946
2024-02-09,144718.13062663088
2024-02-12,144927.04408717726
2024-02-13,144302.3893767142
2024-02-14,145435.356009933
2024-02-15,146314.37294452844
2024-02-16,146191.01736302246
2024-02-20,146886.4132201538
2024-02-21,147145.7594129672
2024-02-22,148265.0626727158
2024-02-23,149006.13982073002
2024-02-26,147965.22835578638
2024-02-27,148188.006915732
2024-02-28,147781.3875601722
2024-02-29,148005.8432211562
2024-03-01,148299.6667842857
2024-03-04,148394.65642865587
2024-03-05,148473.43571669306
2024-03-06,149516.82119520128
2024-03-07,151453.10239709917
2024-03-08,151689.39624548677
2024-03-11,152635.2523336716
2024-03-12,153316.5434809296
2024-03-13,154010.10602100048
2024-03-14,154180.29219409692
2024-03-15,153315.19306345383
2024-03-18,155182.69727480496
2024-03-19,155968.48284325266
2024-03-20,156110.46399375025
2024-03-21,156530.19235712243
2024-03-22,156695.15861693723
2024-03-25,156188.41313628515
2024-03-26,156023.2872002269
2024-03-27,158362.4929115855
2024-03-28,157792.7721655826
2024-04-01,158185.448368103
2024-04-02,156908.67137837884
2024-04-03,158460.2200842288
2024-04-04,156348.91582462474
2024-04-05,159155.19587101456
2024-04-08,159748.5914955508
2024-04-09,160099.66180043842
2024-04-10,160052.18139684308
2024-04-11,160335.18429295218
2024-04-12,158615.39599067776
2024-04-15,157359.96215153433
2024-04-16,157593.87113596222
2024-04-17,158377.86747015826
2024-04-18,158283.6751629479
2024-04-19,158126.95151765936
2024-04-22,159598.09376475093
2024-04-23,162426.6573710931
2024-04-24,162266.88970055903
2024-04-25,162159.1667080913
2024-04-26,163748.15270486017
2024-04-29,163850.41835991593
2024-04-30,162240.9058314336
2024-05-01,162076.1203337636
2024-05-02,163357.47230543153
2024-05-03,164752.50132065182
2024-05-06,165563.84842154157
2024-05-07,167328.93483023997
2024-05-08,166409.61924074832
2024-05-09,166645.95539691873
2024-05-10,165550.8247957739
2024-05-13,165002.49628831682
2024-05-14,164917.02952415295
2024-05-15,166820.34812777402
2024-05-16,169276.65948659446
2024-05-17,170494.2028712791
2024-05-20,169826.17811178917
2024-05-21,170784.31712795678
2024-05-22,169510.50151968742
2024-05-23,168864.14550379376
2024-05-24,169718.66902513965
2024-05-28,169364.52820927816
2024-05-29,167834.9312728862
2024-05-30,167843.05116253952
2024-05-31,170372.3363158283
2024-06-03,169501.91403684838
2024-06-04,170811.01880225426
2024-06-05,171866.5372712688
2024-06-06,172284.88958741474
2024-06-07,171562.85587787547
2024-06-10,172645.19064775313
2024-06-11,171705.405106089
2024-06-12,171185.90269355424
2024-06-13,169817.94908045817
2024-06-14,171121.2894166535
2024-06-17,172726.09262514257
2024-06-18,172845.64873688619
2024-06-20,173480.03903333537
2024-06-21,173483.70354728005
2024-06-24,174187.57261936401
2024-06-25,173347.54618292977
2024-06-26,173958.90730846868
2024-06-27,173792.8812083034
2024-06-28,173159.32004176773
2024-07-01,172665.1382824195
2024-07-02,173196.4162821892
2024-07-03,173291.85268725466
2024-07-05,175537.33379603125
2024-07-08,175605.16243748844
2024-07-09,176048.23617417226
2024-07-10,177947.84184181082
2024-07-11,176780.9601296116
2024-07-12,176158.3763889324
2024-07-15,176576.87817743016
2024-07-16,177655.32445695886
2024-07-17,177877.37121996912
2024-07-18,176561.32524538029
2024-07-19,176842.8494301052
2024-07-22,178732.8748350494
2024-07-23,180688.64986430042
2024-07-24,177942.10813125767
2024-07-25,177929.40164761833
2024-07-26,179598.2114513095
2024-07-29,179664.19041881058
2024-07-30,180457.04532503284
2024-07-31,180532.20900563506
2024-08-01,182833.16303304903
2024-08-02,179566.06016740223
2024-08-05,175229.97212491147
2024-08-06,176821.4056499205
2024-08-07,177030.35612720254
2024-08-08,179084.35509156392
2024-08-09,179917.16264464648
2024-08-12,180225.88483222967
2024-08-13,180887.89485940247
2024-08-14,180584.06683390122
2024-08-15,183562.5276935262
2024-08-16,184240.38834005682
2024-08-19,186245.37712261226
2024-08-20,186320.2553336225
2024-08-21,186827.2453536361
2024-08-22,185969.86897997625
2024-08-23,187082.87852870874
2024-08-26,187563.61246764718
2024-08-27,186571.1774765505
2024-08-28,186491.78699106944
2024-08-29,186838.47969431835
2024-08-30,188361.83768899943
2024-09-03,185571.77100551958
2024-09-04,186156.15134000432
2024-09-05,184796.3911981043
2024-09-06,182590.61602666008
2024-09-09,184115.95563336246
2024-09-10,185643.4630956738
2024-09-11,185023.5628484971
2024-09-12,186836.18903313094
2024-09-13,190303.88592054823
2024-09-16,191529.07599082642
2024-09-17,189906.22525070325
2024-09-18,190532.3151126647
2024-09-19,191043.35875373738
2024-09-20,192523.68321624777
2024-09-23,193370.08560718215
2024-09-24,193339.51875806614
2024-09-25,193058.6321993374
2024-09-26,191525.80899999602
2024-09-27,192752.77828674208
2024-09-30,194643.36179300584
2024-10-01,194899.080758505
2024-10-02,194388.2916112906
2024-10-03,193279.38321150825
2024-10-04,193674.30879910593
2024-10-07,190182.90054480048
2024-10-08,191145.76734153036
2024-10-09,191828.90025947583
2024-10-10,191810.50193890758
2024-10-11,193265.6040548332
2024-10-14,194663.88823666464
2024-10-15,195262.42653236783
2024-10-16,195917.86203869598
2024-10-17,195192.17535209475
2024-10-18,195628.58157475485
2024-10-21,195110.17134403856
2024-10-22,192880.16690570957
2024-10-23,194057.34603452342
2024-10-24,193385.98929783682
2024-10-25,192652.24888884075
2024-10-28,192623.8247000537
2024-10-29,191612.3372729539
2024-10-30,194976.57891777455
2024-10-31,194750.55620000086
2024-11-01,193951.16366848582
2024-11-04,192981.14599662102
2024-11-05,195225.50591346453
2024-11-06,197649.1927119222
2024-11-07,197352.63590132838
2024-11-08,199170.31351153593
2024-11-11,193995.389255563
2024-11-12,193281.32305842428
2024-11-13,192760.68014882968
2024-11-14,190120.17754869047
2024-11-15,188877.75174461488
2024-11-18,190299.62044960336
2024-11-19,192140.95229939828
2024-11-20,192356.1928799447
2024-11-21,192509.61758423422
2024-11-22,194387.94398111952
2024-11-25,194589.91943941012
2024-11-26,198253.44418851426
2024-11-27,198220.96949145474
2024-11-29,198607.9371251302
2024-12-02,198003.69480477105
2024-12-03,197814.0963965604
2024-12-04,198110.0151228906
2024-12-05,196150.81488260732
2024-12-06,196738.86336131906
2024-12-09,195209.8629905668
2024-12-10,197219.01612729198
2024-12-11,198132.0101025617
2024-12-12,195752.43947119408
2024-12-13,195668.47063339374
2024-12-16,196395.16209276256
2024-12-17,197400.30875793245
2024-12-18,192504.68786336665
2024-12-19,193779.6040983413
2024-12-20,196085.7378171758
2024-12-23,196822.35938831678
2024-12-24,199216.0451651514
2024-12-26,198894.656088675
2024-12-27,197165.22178127326
2024-12-30,195296.0389192608
2024-12-31,194843.92638546956
2025-01-02,195550.79252584523
2025-01-03,197532.23532770996
2025-01-06,198213.113167855
2025-01-07,197672.73707387547
2025-01-08,198224.16476386902
2025-01-10,196472.73978006103
2025-01-13,196065.8085296346
2025-01-14,196678.96740574474
2025-01-15,198175.4391694903
2025-01-16,199017.46544161468
2025-01-17,200205.37054551276
2025-01-21,202937.36190948685
2025-01-22,201738.1820552223
2025-01-23,205117.91254959095
2025-01-24,205274.18558364338
2025-01-27,206840.12680572591
2025-01-28,206569.7747797431
2025-01-29,207524.79517287773
2025-01-30,211230.48257165574
2025-01-31,213154.75150742856
2025-02-03,215191.32685385717
2025-02-04,216081.88849839554
2025-02-05,215127.3722186387
2025-02-06,216186.27354291183
2025-02-07,213541.69095471932
2025-02-10,214705.25391318178
2025-02-11,215746.9887425933
2025-02-12,216143.16793193028
2025-02-13,216277.50151588616
2025-02-14,215001.82516092475
2025-02-18,215409.13529051075
2025-02-19,216529.38257491155
2025-02-20,214479.30105253158
2025-02-21,211599.37963929365
2025-02-24,211324.34120670988
2025-02-25,212866.18001348546
2025-02-26,211472.55210422812
2025-02-27,210924.45964062153
2025-02-28,214733.1515472505
2025-03-03,213357.27577581012
2025-03-04,210973.42937001286
2025-03-05,213072.387131725
2025-03-06,210651.6898890631
2025-03-07,210652.8437044332
2025-03-10,207774.3710188952
2025-03-11,206180.2146040269
2025-03-12,205934.31244438735
2025-03-13,204434.1861503779
2025-03-14,207231.00095149732
2025-03-17,209756.10903847072
2025-03-18,207538.66174442074
2025-03-19,208908.57710905562
2025-03-20,208286.2779010977
2025-03-21,208078.056191651
2025-03-24,210490.5184988223
2025-03-25,207966.9976144692
2025-03-26,206274.05596520472
2025-03-27,205957.39826798462
2025-03-28,203656.1719103699
2025-03-31,206768.33611916535
2025-04-01,207713.53227174134
2025-04-02,206870.19921509395
2025-04-03,202080.48220243992
2025-04-04,189727.2097779221
2025-04-07,189777.63313028854
2025-04-08,186192.52592185576
2025-04-09,198289.00212632623
2025-04-10,194981.4779918023
2025-04-11,197951.91815714104
2025-04-14,201673.68169556482
2025-04-15,200391.87980415556
2025-04-16,196539.85509704528
2025-04-17,197489.92454627887
2025-04-21,194312.62614787178
2025-04-22,200288.64317419025
2025-04-23,202704.93200842262
2025-04-24,205406.79462342305
2025-04-25,206995.45333320883
2025-04-28,208894.52619456899
2025-04-29,209673.1294201436
2025-04-30,210517.71107601872
2025-05-01,211064.36599417822
2025-05-02,214414.48905375382
2025-05-05,214158.12281982286
2025-05-06,212324.70352950794
2025-05-07,209727.09781994793
2025-05-08,209400.32738087288
2025-05-09,208766.11617490233
2025-05-12,210797.56722902815
2025-05-13,209738.72017830578
2025-05-14,209421.69248076636
2025-05-15,212305.8636538384
2025-05-16,215211.9087018928
2025-05-19,216567.35078846975
2025-05-20,215672.66497151201
2025-05-21,214926.2184868554
2025-05-22,214544.3372270692
2025-05-23,215105.44444096356
2025-05-27,218988.7232583219
2025-05-28,217695.14049459415
2025-05-29,218575.76520090652
2025-05-30,220562.84043080878
2025-06-02,220642.54604625236
2025-06-03,220112.37866467575
2025-06-04,220424.21917448283
2025-06-05,219971.52396417418
2025-06-06,222189.980414994
2025-06-09,222054.14944187956
2025-06-10,221376.28077022597
2025-06-11,221493.78872594592
2025-06-12,220202.24958959446
2025-06-13,218676.4410134698
2025-06-16,218524.93498201316
2025-06-17,216694.69492426355
2025-06-18,216381.9385990954
2025-06-20,216086.59082090703
2025-06-23,218249.9709261581
2025-06-24,219308.76271735987
2025-06-25,219795.82581799998
2025-06-26,220611.16913014284
2025-06-27,222267.3264885921
2025-06-30,223648.4594878014
2025-07-01,223688.18454940995
2025-07-02,222844.2988729468
2025-07-03,223548.38923777294
2025-07-07,223304.96574402758
2025-07-08,221523.9930821975
2025-07-09,223084.7396765129
2025-07-10,224243.88266963532
2025-07-11,224325.44456652904
2025-07-14,226500.6500631882
2025-07-15,225676.8790106892
2025-07-16,227341.9665593333
2025-07-17,226525.2949942053
2025-07-18,227255.6682202937
2025-07-21,228201.30037618842
2025-07-22,228815.46395594467
2025-07-23,229586.28871565682
2025-07-24,231498.45223211864
2025-07-25,232713.38888980876
2025-07-28,231133.00468596566
2025-07-29,233588.65138126063
2025-07-30,233903.62288050627
2025-07-31,232944.82273546033
2025-08-01,234237.2336430916
2025-08-04,238368.62937189615
2025-08-05,237698.35869907495
2025-08-06,239936.98094932796
2025-08-07,240786.72501943377
2025-08-08,242372.25872945346
2025-08-11,242635.374521771
2025-08-12,243415.46168396864
2025-08-13,241152.9616409905
2025-08-14,241682.96334916799
2025-08-15,241466.9690291435
2025-08-18,241399.9805642157
2025-08-19,241605.12451930565
2025-08-20,242735.9939728976
2025-08-21,241021.02308021326
2025-08-22,241934.6490014095
2025-08-25,240953.4630678083
2025-08-26,242210.93340301057
2025-08-27,242288.67244380643
2025-08-28,243199.30162957605
2025-08-29,244418.34497981129
2025-09-02,244646.1559865353
2025-09-03,249837.1762546518
2025-09-04,252099.0290691791
2025-09-05,251719.626253218
2025-09-08,251032.29990513055
2025-09-09,252509.44431341352
2025-09-10,253494.87486722518
2025-09-11,256922.20695347482
2025-09-12,256952.34652419377
2025-09-15,260292.46507520977
2025-09-16,259962.60618358594
2025-09-17,260898.10322209974
2025-09-18,262426.53966692556
2025-09-19,263473.12937421363
2025-09-22,263497.4252935393
2025-09-23,264632.7659841139
2025-09-24,262476.8281184121
2025-09-25,260901.73154838872
2025-09-26,261523.2323401177
2025-09-29,261289.68966058755
2025-09-30,264722.3873580665
2025-10-01,266914.03982406034
2025-10-02,264630.5274565483
2025-10-03,264581.57534789026
2025-10-06,265739.429239809
2025-10-07,266768.864050027
2025-10-08,265986.08391953877
2025-10-09,263818.098884621
2025-10-10,262319.3209832284
2025-10-13,264802.04153560655
2025-10-14,268635.2360028476
2025-10-15,270833.23083246837
2025-10-16,269224.6635290655
2025-10-17,271428.160216734
2025-10-20,273003.38850690576
2025-10-21,271580.5314036352
2025-10-22,270429.6615579504
2025-10-23,271286.6669384294
2025-10-24,271941.5761479934
2025-10-27,274693.47292929096
2025-10-28,272196.00481672643
2025-10-29,272892.0418739252
